phenotype	gene_id	gene_namespace	gene_symbol	source_count	weighted_source_sum	source_list	weight_tier_summary	evidence_semantics_summary	evidence_tier_summary	semantic_channel_summary	mapping_status_summary	targeted_gene_count	small_panel_count	medium_panel_count	large_panel_count	panel_unsized_count	exome_or_genome_count	unknown_scope_count
mitochondrial_disease	ENSG00000133315	ensembl_gene	MACROD1	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000162972	ensembl_gene	MAIP1	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000156928	ensembl_gene	MALSU1	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000189221	ensembl_gene	MAOA	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000069535	ensembl_gene	MAOB	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000198060	ensembl_gene	MARCHF5	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000247626	ensembl_gene	MARS2	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000088888	ensembl_gene	MAVS	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000100294	ensembl_gene	MCAT	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000078070	ensembl_gene	MCCC1	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000131844|ENSG00000275300|ENSG00000281742	ensembl_gene	MCCC2	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000204511|ENSG00000206447|ENSG00000225228|ENSG00000226841|ENSG00000226923|ENSG00000228662|ENSG00000231975|ENSG00000238238	ensembl_gene	MCCD1	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000124370	ensembl_gene	MCEE	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000143384	ensembl_gene	MCL1	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000172366	ensembl_gene	MCRIP2	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000156026	ensembl_gene	MCU	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000005059	ensembl_gene	MCUB	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000050393	ensembl_gene	MCUR1	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000146701	ensembl_gene	MDH2	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000082212	ensembl_gene	ME2	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000151376	ensembl_gene	ME3	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000116353	ensembl_gene	MECR	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000172878	ensembl_gene	METAP1D	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000169519	ensembl_gene	METTL15	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000165792	ensembl_gene	METTL17	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000101574	ensembl_gene	METTL4	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000138382	ensembl_gene	METTL5	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000123600	ensembl_gene	METTL8	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000168958	ensembl_gene	MFF	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000171109	ensembl_gene	MFN1	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000116688	ensembl_gene	MFN2	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000137463	ensembl_gene	MGARP	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000125871	ensembl_gene	MGME1	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000008394	ensembl_gene	MGST1	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000143198	ensembl_gene	MGST3	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000173436	ensembl_gene	MICOS10	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000174917	ensembl_gene	MICOS13	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000107745	ensembl_gene	MICU1	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000165487	ensembl_gene	MICU2	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000155970	ensembl_gene	MICU3	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000100335	ensembl_gene	MIEF1	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000177427|ENSG00000284495	ensembl_gene	MIEF2	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000180488	ensembl_gene	MIGA1	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000148343	ensembl_gene	MIGA2	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000027001	ensembl_gene	MIPEP	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000103150	ensembl_gene	MLYCD	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000151611	ensembl_gene	MMAA	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000139428	ensembl_gene	MMAB	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000168288	ensembl_gene	MMADHC	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000146085	ensembl_gene	MMUT	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000124615	ensembl_gene	MOCS1	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000060762	ensembl_gene	MPC1	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000238205	ensembl_gene	MPC1L	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000143158	ensembl_gene	MPC2	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000128309	ensembl_gene	MPST	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000156968|ENSG00000261130|ENSG00000275543|ENSG00000282074	ensembl_gene	MPV17L	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000254858	ensembl_gene	MPV17L2	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000274853|ENSG00000278619	ensembl_gene	MRM1	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000122687	ensembl_gene	MRM2	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000171861	ensembl_gene	MRM3	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000169288	ensembl_gene	MRPL1	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000159111	ensembl_gene	MRPL10	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000174547	ensembl_gene	MRPL11	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000262814	ensembl_gene	MRPL12	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000172172	ensembl_gene	MRPL13	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000180992	ensembl_gene	MRPL14	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000137547	ensembl_gene	MRPL15	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000166902	ensembl_gene	MRPL16	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000158042	ensembl_gene	MRPL17	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000112110	ensembl_gene	MRPL18	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000115364	ensembl_gene	MRPL19	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000112651	ensembl_gene	MRPL2	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000242485	ensembl_gene	MRPL20	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000197345	ensembl_gene	MRPL21	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000082515	ensembl_gene	MRPL22	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000214026|ENSG00000288141	ensembl_gene	MRPL23	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000143314	ensembl_gene	MRPL24	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000108826	ensembl_gene	MRPL27	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000086504	ensembl_gene	MRPL28	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000114686	ensembl_gene	MRPL3	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000185414	ensembl_gene	MRPL30	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000106591	ensembl_gene	MRPL32	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000243147	ensembl_gene	MRPL33	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000130312	ensembl_gene	MRPL34	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000132313	ensembl_gene	MRPL35	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000171421	ensembl_gene	MRPL36	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000116221	ensembl_gene	MRPL37	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000204316	ensembl_gene	MRPL38	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000154719	ensembl_gene	MRPL39	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000105364	ensembl_gene	MRPL4	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000185608	ensembl_gene	MRPL40	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000182154	ensembl_gene	MRPL41	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000198015	ensembl_gene	MRPL42	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000055950	ensembl_gene	MRPL43	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000135900	ensembl_gene	MRPL44	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000277936|ENSG00000278845	ensembl_gene	MRPL45	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000259494	ensembl_gene	MRPL46	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000136522	ensembl_gene	MRPL47	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000175581	ensembl_gene	MRPL48	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000149792	ensembl_gene	MRPL49	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000136897	ensembl_gene	MRPL50	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000111639	ensembl_gene	MRPL51	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000172590	ensembl_gene	MRPL52	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000204822	ensembl_gene	MRPL53	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000183617	ensembl_gene	MRPL54	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000162910	ensembl_gene	MRPL55	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000173141	ensembl_gene	MRPL57	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000167862	ensembl_gene	MRPL58	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000143436	ensembl_gene	MRPL9	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000048544	ensembl_gene	MRPS10	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000181991	ensembl_gene	MRPS11	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000128626|ENSG00000283018	ensembl_gene	MRPS12	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000120333	ensembl_gene	MRPS14	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000116898	ensembl_gene	MRPS15	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000182180	ensembl_gene	MRPS16	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000239789	ensembl_gene	MRPS17	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000096080	ensembl_gene	MRPS18A	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000203624|ENSG00000204568|ENSG00000223775|ENSG00000226111|ENSG00000227420|ENSG00000229861|ENSG00000233813	ensembl_gene	MRPS18B	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000163319	ensembl_gene	MRPS18C	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000122140	ensembl_gene	MRPS2	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000266472	ensembl_gene	MRPS21	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000175110	ensembl_gene	MRPS22	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000181610	ensembl_gene	MRPS23	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000062582	ensembl_gene	MRPS24	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000131368	ensembl_gene	MRPS25	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000125901	ensembl_gene	MRPS26	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mitochondrial_disease	ENSG00000113048	ensembl_gene	MRPS27	1	3.0	mitocarta_human	gold	functional_localization	gold	contextual_biology	adapter_gene_id_resolved	0.0	0.0	0.0	0.0	0.0	0.0	0.0
